시구,자치구,동,단지명,단지번호,세대수,동수,준공년월,평형구간,최저매매가_만원,중위매매가_만원,최고매매가_만원,매매건수,전세건수,최소면적_㎡,최대면적_㎡,위도,경도,강남까지_km,회사1_합정_km,회사2_남양_km
영등포구,,당산동1가,동아에코빌,1211,346,5,200001,"24,33",99000,99500,100000,2,0,84.04,84.04,37.509046,126.898678,11.44,4.71,33.59
영등포구,,당산동1가,영등포푸르지오,3457,2462,31,200205,"24,33",143500,152000,155000,14,0,85.25,85.25,37.511812,126.903536,11.05,4.31,34.0
영등포구,,당산동1가,더샵파크프레스티지,128302,799,9,202211,"24,33",149000,159000,160000,20,0,82.4,82.56,37.507877,126.916681,9.85,4.66,33.93
영등포구,,당산동1가,신길경남,1221,368,5,199906,"24,33",115000,115000,115000,3,0,86.92,86.92,37.515832,126.918318,9.84,3.79,34.81
영등포구,,당산동1가,신도림동아1차,1074,1095,11,199911,"24,33",140000,143500,145000,6,0,80.68,80.68,37.511167,126.882755,12.86,5.08,33.48
영등포구,,당산동1가,영등포아트자이,104960,836,8,201403,"24,33",160000,160000,160000,8,0,79.39,79.39,37.510814,126.899919,11.35,4.49,33.81
영등포구,,당산동1가,베어스타운,707,304,2,199705,33,125000,125000,125000,1,0,105.9,105.9,37.519147,126.885261,12.78,4.22,34.39
영등포구,,당산동1가,대림코오롱,888,481,5,199810,33,130000,135000,140000,7,0,108.44,108.44,37.506716,126.895263,11.72,5.05,33.26
영등포구,,당산동1가,신도림4차e-편한세상,3356,853,15,200305,33,188000,189000,200000,14,0,114.95,114.95,37.511129,126.887359,12.46,4.87,33.57
영등포구,,당산동1가,문래힐스테이트,3450,776,14,200306,33,186000,186000,186000,1,0,111.39,111.39,37.518745,126.890482,12.31,4.0,34.45
영등포구,,당산동1가,신도림5차e-편한세상,8714,362,6,200308,33,150000,160000,165000,7,0,107.67,107.67,37.506805,126.880796,12.99,5.58,32.96
영등포구,,당산동1가,문래자이,3452,1302,18,200111,33,183000,194000,200000,32,0,115.99,115.99,37.516408,126.896862,11.71,3.99,34.34
영등포구,,당산동1가,신도림7차e-편한세상,8919,411,6,200406,33,160000,165000,170000,11,0,107.87,107.87,37.508337,126.882684,12.84,5.35,33.17
영등포구,,당산동2가,목동현대,675,972,6,199707,33,180000,190000,255000,16,0,107.49,107.49,37.520948,126.877598,13.48,4.51,34.44
영등포구,,당산동2가,목동삼성,670,420,4,199609,33,145000,150000,150000,13,0,107.82,107.82,37.515964,126.876541,13.48,4.97,33.88
영등포구,,당산동4가,목동한신청구,661,1512,15,199712,33,208000,223000,250000,96,0,103.22,103.22,37.541612,126.881769,13.75,2.95,36.76
영등포구,,대림동,현대3차,698,1162,7,199710,"18,24,33",70000,70000,70000,1,0,56.68,56.68,37.505644,126.895313,11.7,5.16,33.15
영등포구,,대림동,한신휴플러스,18913,498,7,200705,21,75000,75000,75000,1,0,66.12,66.12,37.488697,126.890587,12.13,7.08,31.22
영등포구,,대림동,신동아,693,591,4,198701,"21,33",60000,60000,60000,1,0,73.17,73.17,37.496945,126.894819,11.71,6.1,32.2
영등포구,,대림동,극동,130,493,4,198412,"21,24,33",44000,46000,50000,23,0,68.24,72.06,37.490902,126.889401,12.22,6.88,31.43
영등포구,,대림동,우성1차,694,435,4,198511,"21,24,33",68000,68000,68000,1,0,70.95,70.95,37.496461,126.900888,11.18,6.03,32.3
영등포구,,대림동,래미안에스티움,109434,1722,19,201704,"21,24,33",140000,140000,145000,31,0,72.41,72.41,37.501038,126.91371,10.05,5.41,33.12
영등포구,,대림동,신길우성3차,722,477,5,198904,"21,33",106000,106000,115000,5,0,72.72,72.72,37.49696,126.909079,10.46,5.88,32.56
영등포구,,대림동,구로두산,912,1285,10,199811,"21,33",58000,58000,65000,16,0,66.66,75.5,37.489379,126.889378,12.23,7.04,31.27
영등포구,,대림동,삼성래미안,8073,1244,16,200405,"21,24,33",92500,92500,92500,9,0,74.84,74.84,37.487655,126.891925,12.02,7.16,31.14
영등포구,,대림동,보라매롯데낙천대,3386,734,7,200308,"21,33",123000,125000,130000,12,0,74.93,74.93,37.494631,126.913501,10.07,6.12,32.44
영등포구,,대림동,럭키,133,427,2,199206,"21,24,33",70000,70000,70000,1,0,75.66,75.66,37.49216,126.893838,11.82,6.63,31.67
영등포구,,대림동,힐스테이트뉴포레,148337,1143,7,202208,"21,24,33",113500,113500,115000,7,0,66.6,66.6,37.484267,126.90515,10.91,7.31,31.11
영등포구,,대림동,신길파크자이,121788,641,6,202202,"24,33",175000,175000,180000,24,0,80.66,82.16,37.503064,126.913481,10.08,5.19,33.33
영등포구,,대림동,현대(74-30),129,397,3,198806,"24,33",55000,56000,60000,4,0,76.52,83.08,37.496233,126.892952,11.88,6.22,32.08
영등포구,,대림동,신도림태영타운,3204,1252,13,200012,"24,33",135000,135000,137000,8,0,81.1,81.1,37.506025,126.888815,12.28,5.33,33.05
영등포구,,대림동,신도림롯데,132,718,11,199911,"24,33",110000,110000,110000,2,0,80.96,81.27,37.50347,126.884476,12.64,5.75,32.68
영등포구,,대림동,이화우성,136,497,5,199807,"24,33",66000,68000,72000,4,0,85.69,85.69,37.489954,126.893983,11.82,6.87,31.44
영등포구,,대림동,신길센트럴자이,117792,1008,12,202104,"24,33",170000,180000,185000,76,0,79.59,85.93,37.503154,126.907623,10.6,5.2,33.18
영등포구,,대림동,래미안프레비뉴,107424,949,12,201512,"24,33",165000,165000,172000,23,0,82.92,82.92,37.504875,126.907791,10.6,5.01,33.37
영등포구,,대림동,삼환,719,1174,11,199705,"24,33",128000,130000,130000,7,0,81.16,81.16,37.507299,126.919267,9.61,4.74,33.94
영등포구,,대림동,힐스테이트클래시안,119377,1476,14,202012,"24,33",170000,175000,185000,101,0,85.08,85.19,37.503994,126.911785,10.24,5.08,33.38
영등포구,,대림동,e편한세상영등포아델포레,120522,859,13,202007,"24,33",143400,160000,160000,18,0,82.72,85.51,37.494656,126.907599,10.59,6.14,32.28
영등포구,,대림동,우성1차,391,1335,16,198809,"24,33",123000,133000,140000,47,0,84.4,84.4,37.49209,126.911547,10.26,6.41,32.12
영등포구,,대림동,보라매경남아너스빌,12473,669,9,200508,"24,33",129000,129000,129000,31,0,78.82,78.82,37.495089,126.910362,10.35,6.08,32.4
영등포구,,대림동,구로두산위브,18914,660,9,200607,24,75000,75000,75000,1,0,77.08,77.08,37.486514,126.890371,12.17,7.32,30.98
영등포구,,대림동,보라매SK뷰,117254,1546,18,202001,"24,33",180000,185000,185000,23,0,83.73,83.73,37.50361,126.918573,9.64,5.14,33.53
영등포구,,대림동,동작상떼빌,13311,545,4,200608,33,118000,120000,160000,62,0,106.47,106.47,37.4877,126.906731,10.72,6.92,31.52
영등포구,,대림동,현대,396,880,6,199602,33,128000,135000,140000,29,0,107.25,107.25,37.494777,126.911757,10.23,6.11,32.41
영등포구,,대림동,삼성래미안,3793,1213,13,200106,33,123500,133000,140000,12,0,108.06,108.06,37.505743,126.91521,9.95,4.89,33.66
영등포구,,대림동,현대1차,695,476,3,199204,33,90000,90000,90000,3,0,103.83,103.83,37.502172,126.894991,11.71,5.53,32.77
영등포구,,대림동,신길센트럴아이파크,115547,612,6,201902,33,175000,175000,190000,12,0,114.06,115.39,37.504421,126.904254,10.91,5.1,33.23
영등포구,,대림동,경남,3385,427,5,200302,33,108000,114000,135000,9,0,97.13,97.13,37.489503,126.908441,10.55,6.71,31.76
영등포구,,대림동,한성,726,420,5,199707,33,140000,140000,140000,11,0,109.48,109.48,37.50482,126.919155,9.6,5.01,33.67
영등포구,,대림동,구로현대,125,591,5,199205,33,83000,85000,86000,5,0,98.14,114.75,37.488513,126.895983,11.66,6.98,31.33
영등포구,,대림동,신도림현대,9937,450,3,199401,33,100000,120000,125000,18,0,95.93,95.93,37.504962,126.886026,12.51,5.54,32.87
영등포구,,대림동,신림신도브래뉴,3333,304,4,200304,33,94000,95000,96000,24,0,103.05,106.07,37.483885,126.91092,10.41,7.32,31.23
영등포구,,도림동,구로중앙하이츠(1269),10663,597,5,200109,"24,33",75000,75000,75000,1,0,85.07,85.07,37.49902,126.880799,12.95,6.33,32.12
영등포구,,도림동,"신도림대림1,2차(e편한세상)",3354,2298,27,199911,"24,33",125000,132000,146000,70,0,78.42,82.54,37.505825,126.880348,13.02,5.69,32.85
영등포구,,문래동4가,신정아이파크,3447,590,7,200207,"24,33",170000,170000,170000,3,0,86.32,86.32,37.521766,126.871748,14.0,4.82,34.43
영등포구,,문래동5가,목동삼성래미안2차,3440,353,6,200111,"24,33",145000,145000,145000,2,0,82.63,82.63,37.510109,126.868157,14.13,5.95,33.09
영등포구,,문래동5가,동아한신,1067,355,4,200004,"24,33",64000,67000,68000,8,0,82.16,82.24,37.501107,126.865319,14.32,6.88,32.06
영등포구,,문래동5가,목동파크자이,115706,356,8,201902,33,189000,210000,240000,25,0,109.16,109.58,37.509412,126.86874,14.07,5.98,33.03
영등포구,,문래동5가,목동우성2차,8742,1140,12,200003,33,125000,135000,140000,78,0,106.16,106.16,37.507451,126.865426,14.35,6.33,32.76
영등포구,,문래동6가,목동대원칸타빌,9797,511,6,200306,33,164000,190000,190000,25,0,106.07,108.33,37.531378,126.86717,14.63,4.57,35.4
영등포구,,문래동6가,목동금호어울림,11926,371,7,200411,33,146000,160000,160000,13,0,106.41,106.79,37.533928,126.868725,14.57,4.33,35.71
영등포구,,신길동,대방주공2단지,7960,798,10,199504,"21,24",125000,133000,135000,14,0,71.23,71.23,37.509563,126.92947,8.75,4.68,34.47
영등포구,,신길동,쌍용스윗닷홈,8872,389,6,200311,"24,33",135000,135000,147000,4,0,80.33,80.33,37.501929,126.931231,8.51,5.53,33.73
영등포구,,신길동,보라매 e-편한세상,27576,386,5,201007,"24,33",148000,148000,148000,1,0,85.22,85.22,37.495534,126.928461,8.75,6.16,32.97
영등포구,,신길동,대방대림,364,1628,14,199311,"24,33",145000,155000,158000,9,0,84.47,84.47,37.50752,126.924726,9.14,4.79,34.12
영등포구,,신길동,보라매자이더포레스트,123898,959,8,202110,"24,33",162000,173000,175000,16,0,84.13,85.25,37.498589,126.926232,8.94,5.79,33.22
영등포구,,신길동,보라매삼성,48,710,8,199604,33,105000,111000,122000,26,0,104.71,104.78,37.494315,126.928184,8.78,6.29,32.84
영등포구,,신길동,대방현대1차,368,514,5,199408,33,150000,150000,150000,2,0,97.86,97.86,37.513057,126.93069,8.71,4.34,34.87
영등포구,,신길동,성원,3561,487,3,199401,33,145000,160000,180000,22,0,103.08,103.08,37.509501,126.925603,9.09,4.59,34.35
영등포구,,신길동,대방e-편한세상1차,3381,609,7,200306,33,172000,177000,180000,12,0,105.83,105.83,37.511976,126.929266,8.81,4.42,34.72
영등포구,,양평동,목동롯데캐슬마에스트로,113008,410,6,201904,"24,33",132000,135000,145000,21,0,82.95,83.32,37.545585,126.865927,15.21,4.23,36.94
영등포구,,양평동,우성,3771,332,4,199204,33,171000,180000,186000,60,0,101.77,104.92,37.541319,126.875508,14.26,3.49,36.62
영등포구,,양평동,목동롯데캐슬위너,10307,1067,13,200506,33,140000,153000,155000,15,0,107.31,107.43,37.546745,126.867264,15.15,4.1,37.09
영등포구,,양평동,목동금호베스트빌,3433,495,5,200203,33,107000,107000,107000,1,0,109.9,109.9,37.545411,126.868133,15.02,4.04,36.96
영등포구,,양평동4가,염창동아3차,870,570,8,199901,"24,33",120000,131000,140000,36,0,78.32,78.49,37.549809,126.877709,14.42,3.16,37.59
영등포구,,양평동5가,염창한화꿈에그린1차,11565,422,7,200504,"24,33",148500,150000,152000,3,0,85,85,37.548137,126.873331,14.71,3.55,37.33
영등포구,,양평동5가,마포한강아이파크,115201,385,6,201908,"24,33",150000,160000,170000,4,0,76.96,77.41,37.55269,126.90306,12.56,0.99,38.38
영등포구,,양평동5가,태진한솔,1034,356,5,199410,"24,33",105000,105000,105000,4,0,79.25,79.25,37.549065,126.874302,14.67,3.47,37.45
영등포구,,양평동5가,현대1차,1035,498,5,199404,33,130000,130000,140000,13,0,101.89,102.77,37.553298,126.875447,14.76,3.39,37.93
영등포구,,양평동5가,강변힐스테이트,9161,417,7,200506,33,148000,150000,163000,24,0,110.26,110.26,37.551261,126.874077,14.78,3.49,37.69
영등포구,,양평동6가,염창동아1차,869,778,5,199806,"24,33",105000,107250,110000,6,0,85.4,85.4,37.554818,126.872846,15.04,3.64,38.06
영등포구,,양평동6가,e편한세상염창,115965,499,6,201903,33,168000,180000,190000,13,0,95.15,109.09,37.548676,126.870621,14.95,3.79,37.35
영등포구,,양평동6가,염창우성1차,38,339,4,199011,33,120000,136000,145000,3,0,101.75,104.58,37.556405,126.871124,15.26,3.82,38.21
영등포구,,양화동,신동아,37,348,3,199512,"24,33",102000,102500,103000,2,0,80.29,80.29,37.55526,126.869184,15.36,3.96,38.05
영등포구,,양화동,삼성관음,34,350,3,199708,33,115000,125000,125000,7,0,108.63,108.63,37.552728,126.869165,15.24,3.93,37.77
영등포구,,여의도동,리버힐삼성,3803,1102,14,200101,"21,33",151000,158500,165000,14,0,75.06,75.61,37.534791,126.950404,7.95,3.64,37.74
영등포구,,여의도동,삼성래미안,9311,477,6,200410,"24,33",157000,157000,157000,1,0,79.28,79.28,37.50991,126.95004,6.97,5.47,35.16
영등포구,,여의도동,신동아리버파크,3280,1696,7,200102,"24,33",141000,141000,160000,25,0,85.02,85.02,37.507853,126.944741,7.39,5.4,34.77
영등포구,,여의도동,우성,362,901,7,199712,"24,33",148000,148000,148000,3,0,83.79,83.79,37.509782,126.947813,7.16,5.37,35.07
영등포구,,여의도동,강변삼성스위트,1222,300,3,199912,"24,33",173000,175000,175000,8,0,79.82,80.32,37.534044,126.948536,8.05,3.54,37.61
영등포구,,여의도동,삼부,745,866,10,197512,24,300000,308000,370000,48,0,89.25,89.25,37.52456,126.931869,8.95,3.23,36.11
영등포구,,여의도동,래미안트윈파크,100694,523,5,201111,"24,33",199000,210000,260000,24,0,80.24,80.99,37.51414,126.950467,7.04,5.12,35.61
영등포구,,여의도동,유원강변,933,306,5,200008,33,173000,180000,200000,19,0,103.73,108.32,37.515109,126.951019,7.02,5.07,35.73
영등포구,,여의도동,건영,100235,1376,8,199709,33,152000,155000,155000,8,0,109.02,109.02,37.507801,126.94999,6.93,5.66,34.94
구로구,,가리봉동,구로한신1차,143,488,2,198812,18,52000,52000,52000,1,0,60.46,60.46,37.496403,126.873725,13.58,6.89,31.7
구로구,,가리봉동,한신휴플러스,18913,498,7,200705,21,75000,75000,75000,1,0,66.12,66.12,37.488697,126.890587,12.13,7.08,31.22
구로구,,가리봉동,신동아,693,591,4,198701,"21,33",60000,60000,60000,1,0,73.17,73.17,37.496945,126.894819,11.71,6.1,32.2
구로구,,가리봉동,극동,130,493,4,198412,"21,24,33",44000,46000,50000,23,0,68.24,72.06,37.490902,126.889401,12.22,6.88,31.43
구로구,,가리봉동,우성(KBS우성),1606,900,9,199001,"21,33",65000,67000,68000,7,0,72.5,72.5,37.48887,126.8685,14.07,7.85,30.78
구로구,,가리봉동,우성1차,694,435,4,198511,"21,24,33",68000,68000,68000,1,0,70.95,70.95,37.496461,126.900888,11.18,6.03,32.3
구로구,,가리봉동,구로두산,912,1285,10,199811,"21,33",58000,58000,65000,16,0,66.66,75.5,37.489379,126.889378,12.23,7.04,31.27
구로구,,가리봉동,삼성래미안,8073,1244,16,200405,"21,24,33",92500,92500,92500,9,0,74.84,74.84,37.487655,126.891925,12.02,7.16,31.14
구로구,,가리봉동,철산리버빌주공,8186,401,4,200110,"21,33",55000,55000,55000,1,0,74.27,74.27,37.494232,126.868137,14.07,7.36,31.36
구로구,,가리봉동,럭키,133,427,2,199206,"21,24,33",70000,70000,70000,1,0,75.66,75.66,37.49216,126.893838,11.82,6.63,31.67
구로구,,가리봉동,힐스테이트뉴포레,148337,1143,7,202208,"21,24,33",113500,113500,115000,7,0,66.6,66.6,37.484267,126.90515,10.91,7.31,31.11
구로구,,가리봉동,현대(74-30),129,397,3,198806,"24,33",55000,56000,60000,4,0,76.52,83.08,37.496233,126.892952,11.88,6.22,32.08
구로구,,가리봉동,이화우성,136,497,5,199807,"24,33",66000,68000,72000,4,0,85.69,85.69,37.489954,126.893983,11.82,6.87,31.44
구로구,,가리봉동,광명두산위브트레지움,25784,1248,9,200911,"24,33",110000,117000,125000,34,0,82.71,85.69,37.469729,126.872429,14.05,9.61,28.78
구로구,,가리봉동,쌍마한신,1605,384,3,199210,"24,33",80000,80000,80000,1,0,85.64,85.64,37.47723,126.86803,14.27,9.01,29.51
구로구,,가리봉동,신도브래뉴,8646,341,3,200210,"24,33",59000,59000,60000,4,0,79.08,79.08,37.477289,126.900174,11.47,8.14,30.24
구로구,,가리봉동,철산자이더헤리티지,154299,3804,23,202505,"24,33",158000,160000,205000,30,0,85.09,85.55,37.482863,126.869092,14.08,8.4,30.14
구로구,,가리봉동,두산위브,159,1495,18,199803,"24,33",70000,73000,75000,12,0,81.73,81.73,37.47526,126.892301,12.2,8.49,29.82
구로구,,가리봉동,철산래미안자이,25902,2072,17,200911,"24,33",123000,125000,127000,38,0,82.47,84.2,37.471957,126.874532,13.81,9.31,29.07
구로구,,가리봉동,e편한세상영등포아델포레,120522,859,13,202007,"24,33",143400,160000,160000,18,0,82.72,85.51,37.494656,126.907599,10.59,6.14,32.28
구로구,,가리봉동,구일우성,140,829,10,199805,"24,33",58000,60000,60000,3,0,82.41,82.41,37.490255,126.877243,13.29,7.35,31.1
구로구,,가리봉동,철산푸르지오하늘채,25901,1264,12,201002,"24,33",120000,120000,122000,15,0,80.91,80.91,37.472757,126.868732,14.29,9.43,29.04
구로구,,가리봉동,구로두산위브,18914,660,9,200607,24,75000,75000,75000,1,0,77.08,77.08,37.486514,126.890371,12.17,7.32,30.98
구로구,,가리봉동,철산자이브리에르,163557,1490,14,202601,"24,33",140000,140000,150000,7,0,81.3,81.3,37.485553,126.868552,14.1,8.16,30.42
구로구,,가리봉동,동작상떼빌,13311,545,4,200608,33,118000,120000,160000,62,0,106.47,106.47,37.4877,126.906731,10.72,6.92,31.52
구로구,,가리봉동,현대연예인,147,735,6,198908,33,85000,85000,85000,1,0,102.76,102.76,37.492742,126.87724,13.28,7.1,31.37
구로구,,가리봉동,구로현대,125,591,5,199205,33,83000,85000,86000,5,0,98.14,114.75,37.488513,126.895983,11.66,6.98,31.33
구로구,,가리봉동,철산한신,1621,1568,12,199211,33,90000,97500,111000,66,0,112.03,112.03,37.472426,126.876538,13.63,9.19,29.16
구로구,,가리봉동,한일유앤아이,17418,454,8,200606,33,72000,75000,85000,27,0,106,106,37.486298,126.876047,13.43,7.79,30.65
구로구,,가리봉동,중앙구로하이츠(685-124),141,579,6,198711,33,81000,84000,84000,28,0,101.99,101.99,37.497109,126.875931,13.38,6.73,31.82
구로구,,개봉동,트리우스광명,169598,3344,26,202412,"18,24,33",60000,68000,68070,70,0,56.25,56.25,37.486354,126.860526,14.8,8.46,30.37
구로구,,개봉동,광명센트럴아이파크,163177,1957,11,202511,"18,21,24,33",65000,65000,68000,6,0,61.8,61.8,37.482754,126.857974,15.06,8.92,29.94
구로구,,개봉동,학마을1단지,3784,639,6,200010,"21,24",65000,65000,72000,10,0,69.17,69.17,37.508104,126.844413,16.2,7.66,32.54
구로구,,개봉동,서울가든,118,715,5,198907,"21,24,33",59000,59000,59000,1,0,74.97,74.97,37.50274,126.860827,14.72,6.99,32.17
구로구,,개봉동,고척LIG리가,10312,421,8,200907,"24,33",95000,95000,95000,1,0,82.98,82.98,37.505867,126.861797,14.65,6.68,32.53
구로구,,개봉동,현대홈타운2단지,3350,964,11,200108,"24,33",92000,93000,93000,20,0,82.81,82.81,37.491878,126.861342,14.68,7.91,30.99
구로구,,개봉동,영화,3192,372,2,199809,"24,33",78000,78000,78000,1,0,85.86,85.86,37.496169,126.859671,14.82,7.62,31.43
구로구,,개봉동,우성현대,1063,440,4,198711,"24,33",65000,65000,65000,1,0,78.39,78.39,37.498856,126.862639,14.55,7.22,31.77
구로구,,개봉동,개봉아이파크,17538,684,11,200606,"24,33",98500,98500,98500,16,0,80.54,80.54,37.489991,126.859935,14.82,8.15,30.76
구로구,,개봉동,천왕연지타운1단지,107065,571,11,201312,"24,33",71000,71000,71000,1,0,84.67,84.67,37.486564,126.840188,16.58,9.55,30.12
구로구,,개봉동,동아한신,1067,355,4,200004,"24,33",64000,67000,68000,8,0,82.16,82.24,37.501107,126.865319,14.32,6.88,32.06
구로구,,개봉동,한일유앤아이,14020,390,7,200512,"24,33",65000,65000,65000,4,0,78.7,78.7,37.508384,126.851003,15.62,7.18,32.65
구로구,,개봉동,동부골든,1076,1236,10,199812,"24,33",46000,53000,53000,12,0,81.41,81.41,37.499391,126.83982,16.57,8.58,31.53
구로구,,개봉동,영풍마드레빌,3357,627,12,200207,"24,33",69000,69000,72000,5,0,85.28,85.28,37.491577,126.838753,16.68,9.24,30.66
구로구,,개봉동,신정현대6차,3783,703,7,200010,"24,33",80000,80000,80000,10,0,83.29,83.29,37.508323,126.841989,16.41,7.81,32.54
구로구,,개봉동,벽산베스트블루밍,100495,339,6,201012,"24,33",84000,86000,87000,7,0,80.1,80.1,37.504706,126.859134,14.88,6.94,32.36
구로구,,개봉동,삼호,114,369,2,199612,"24,33",75000,75000,75000,2,0,79.05,79.05,37.494396,126.857097,15.05,7.92,31.2
구로구,,개봉동,한마을,106,1983,26,199904,"24,33",94000,95000,95000,25,0,80.22,80.22,37.49533,126.862308,14.59,7.55,31.38
구로구,,개봉동,광명자이더샵포레나,160917,3585,28,202512,"24,33",105000,105000,120000,24,0,82.68,83.42,37.488046,126.86366,14.51,8.15,30.61
구로구,,개봉동,광복현대,1604,841,7,199802,"24,33",54000,60000,72000,7,0,84.73,84.73,37.490436,126.866905,14.2,7.77,30.93
구로구,,개봉동,삼천리,155,423,4,199811,"24,33",65000,68000,70000,11,0,77.54,77.54,37.492676,126.839573,16.6,9.1,30.79
구로구,,개봉동,철산역 롯데캐슬&SK VIEW 클래스티지,127424,1313,13,202203,"24,33",142000,142000,149000,34,0,82.74,83.81,37.479829,126.866577,14.35,8.81,29.77
구로구,,개봉동,세양청마루,12021,326,7,200607,"24,33",107000,110000,117000,11,0,77.34,77.34,37.507173,126.863678,14.5,6.46,32.7
구로구,,개봉동,천왕이펜하우스1단지,102850,314,6,201110,"24,33",71000,71000,71000,4,0,85.98,85.98,37.48615,126.837347,16.84,9.76,30.04
구로구,,개봉동,고척대우,1068,987,13,199902,"24,33",59800,66500,73000,9,0,84.66,84.66,37.502964,126.856017,15.15,7.27,32.12
구로구,,개봉동,개봉한진타운,1062,1371,13,200001,"24,33",63000,63000,63000,7,0,88.78,88.78,37.484955,126.851689,15.59,9.04,30.09
구로구,,개봉동,천왕이펜하우스2단지,102851,526,9,201106,33,102000,102000,102000,1,0,111.75,111.75,37.484836,126.839536,16.66,9.73,29.92
구로구,,개봉동,현대,3349,2412,31,200108,33,97000,105000,109000,80,0,109.78,109.78,37.492453,126.85836,14.94,8.02,31.01
구로구,,개봉동,두산,113,561,2,199709,33,75000,75000,75000,14,0,104.62,104.62,37.495176,126.852901,15.42,8.09,31.23
구로구,,개봉동,삼환로즈빌,10309,600,7,200412,33,107000,107000,115000,6,0,107.41,107.41,37.498074,126.857256,15.03,7.59,31.61
구로구,,개봉동,천왕이펜하우스4단지,103269,478,11,201108,33,71500,80000,80000,10,0,112.05,112.05,37.480188,126.838734,16.78,10.17,29.4
구로구,,개봉동,천왕이펜하우스3단지,102852,1044,13,201110,33,80000,83000,85000,8,0,114.43,114.43,37.482778,126.840032,16.63,9.87,29.7
구로구,,개봉동,센츄리,121,391,5,199403,33,60000,67000,70000,35,0,101.11,101.32,37.504238,126.862059,14.62,6.8,32.35
구로구,,개봉동,청구,910,448,4,199906,33,75000,75000,80000,13,0,107.81,107.81,37.501858,126.863758,14.46,6.9,32.12
구로구,,개봉동,천왕이펜하우스5단지,102853,522,8,201107,33,67500,71250,75000,6,0,110.59,110.59,37.48044,126.841863,16.5,9.97,29.46
구로구,,개봉동,호반써밋개봉,170819,317,3,202412,33,119000,122500,139000,10,0,114.31,117.97,37.499653,126.846687,15.96,8.11,31.64
구로구,,개봉동,오류푸르지오,9046,378,6,200404,33,85000,85000,85000,8,0,105.88,105.88,37.492041,126.841901,16.4,9.0,30.74
구로구,,개봉동,광명롯데낙천대,10151,442,6,200502,33,78000,82500,85000,17,0,103.68,108.19,37.491477,126.867398,14.15,7.65,31.05
구로구,,개봉동,벽산블루밍,3351,886,11,200303,33,112000,120000,120000,10,0,110.77,110.77,37.495668,126.864723,14.37,7.39,31.46
구로구,,개봉동,목동우성2차,8742,1140,12,200003,33,125000,135000,140000,78,0,106.16,106.16,37.507451,126.865426,14.35,6.33,32.76
구로구,,개봉동,두산위브,20490,900,15,200703,33,95000,97000,107000,24,0,111.24,111.24,37.488965,126.865683,14.32,7.97,30.75
구로구,,개봉동,개봉푸르지오,104934,978,10,201405,33,98000,98000,98000,4,0,110.44,110.98,37.500804,126.847986,15.85,7.94,31.78
구로구,,개봉동,고척파크푸르지오,25853,662,11,200905,33,130000,140000,140000,3,0,107.5,107.5,37.507589,126.858174,14.98,6.77,32.66
구로구,,개봉동,천왕연지타운2단지,107066,1018,16,201401,33,73000,77000,84000,18,0,112.22,113.39,37.483212,126.844762,16.21,9.57,29.8
구로구,,고척동,신트리1단지,672,997,9,199905,"21,24",84000,90000,91000,23,0,69.43,69.64,37.514022,126.854411,15.38,6.56,33.32
구로구,,고척동,신트리4단지,3444,845,8,200005,"21,24",65000,70000,74000,33,0,66.66,67.41,37.511138,126.850655,15.68,7.01,32.95
구로구,,고척동,목동센트럴아이파크위브,117329,3045,35,202005,"24,33",100000,120000,139000,146,0,77.06,85.41,37.516804,126.843516,16.37,7.18,33.49
구로구,,고척동,목동삼성래미안2차,3440,353,6,200111,"24,33",145000,145000,145000,2,0,82.63,82.63,37.510109,126.868157,14.13,5.95,33.09
구로구,,고척동,신안약수,3777,440,5,198512,"24,33",69000,70000,70000,17,0,82.53,82.53,37.516487,126.847507,16.02,6.9,33.5
구로구,,고척동,호반써밋목동,130826,407,7,202212,"24,33",147000,147000,155000,14,0,76.56,76.56,37.51643,126.852912,15.55,6.51,33.56
구로구,,고척동,동일하이빌2단지,17469,532,6,200510,33,115000,120000,120000,16,0,111.22,111.22,37.510865,126.840264,16.59,7.78,32.8
구로구,,고척동,목동파크자이,115706,356,8,201902,33,189000,210000,240000,25,0,109.16,109.58,37.509412,126.86874,14.07,5.98,33.03
구로구,,고척동,신정현대5차,441,361,5,199911,33,130000,130000,130000,2,0,101.12,101.12,37.512411,126.854594,15.35,6.65,33.14
구로구,,고척동,신트리3단지,3443,537,8,200010,33,110000,123000,139000,70,0,109.87,110.82,37.511963,126.853052,15.48,6.79,33.07
구로구,,고척동,목동삼성,670,420,4,199609,33,145000,150000,150000,13,0,107.82,107.82,37.515964,126.876541,13.48,4.97,33.88
구로구,,고척동,신정e-편한세상,8759,391,6,200401,33,98000,105000,105000,22,0,109.44,109.44,37.512768,126.843153,16.35,7.45,33.04
구로구,,구로동,현대3차,698,1162,7,199710,"18,24,33",70000,70000,70000,1,0,56.68,56.68,37.505644,126.895313,11.7,5.16,33.15
구로구,,구로동,신도림태영타운,3204,1252,13,200012,"24,33",135000,135000,137000,8,0,81.1,81.1,37.506025,126.888815,12.28,5.33,33.05
구로구,,구로동,신도림롯데,132,718,11,199911,"24,33",110000,110000,110000,2,0,80.96,81.27,37.50347,126.884476,12.64,5.75,32.68
구로구,,구로동,구로중앙하이츠(1269),10663,597,5,200109,"24,33",75000,75000,75000,1,0,85.07,85.07,37.49902,126.880799,12.95,6.33,32.12
