단지번호,단지명,시구,동,원인,최소면적_㎡,최대면적_㎡,준공년월,위도,경도
2617,무지개4단지주공,성남시 분당구,구미동,c_name_var,66.78,66.78,199511.0,37.339172,127.116928
2879,청솔계룡,성남시 분당구,구미동,c_name_var,74.79,74.79,199606.0,37.353011,127.107205
1353,까치신원,성남시 분당구,구미동,c_name_var,75.3,75.3,199508.0,37.349116,127.114035
2591,"까치롯데,선경",성남시 분당구,구미동,b_no_trade,70.33,70.33,199507.0,37.347022,127.113563
11491,까치건영,성남시 분당구,구미동,c_name_var,72.71,73.8,199506.0,37.348222,127.107815
2675,무지개12단지주공,성남시 분당구,구미동,c_name_var,66.78,68.46,199507.0,37.334959,127.11867
1576,"까치대우,롯데,선경",성남시 분당구,구미동,b_no_trade,68.42,68.42,199511.0,37.349988,127.117445
2194,무지개1단지대림,성남시 분당구,구미동,c_name_var,67.87,67.87,199507.0,37.335029,127.117259
2942,"청솔서광,영남",성남시 분당구,구미동,b_no_trade,72.01,72.01,199507.0,37.351956,127.107094
1705,무지개2단지LG,성남시 분당구,구미동,c_name_var,70.54,70.54,199508.0,37.33692,127.114618
1382,까치주공2단지,성남시 분당구,구미동,c_name_var,66.78,69.15,199504.0,37.347877,127.117097
1873,"무지개마을3단지신한,건영",성남시 분당구,구미동,c_name_var,69.12,69.17,199602.0,37.339047,127.114706
24301,벽산타운4단지,성남시 분당구,구미동,c_name_var,81.77,81.77,199903.0,37.33461,127.104704
2223,벽산타운1단지,성남시 분당구,구미동,c_name_var,79.59,79.59,199709.0,37.33661,127.10489
10422,도담마을우미이노스빌,성남시 분당구,구미동,c_name_var,86.77,86.77,200410.0,37.326134,127.119495
24290,용인수지벽산타운2단지,성남시 분당구,구미동,c_name_var,81.56,81.56,199709.0,37.33557,127.105347
24299,벽산타운3단지,성남시 분당구,구미동,c_name_var,77.13,78.4,199709.0,37.334853,127.106946
2789,무지개5단지청구,성남시 분당구,구미동,c_name_var,83.66,83.66,199507.0,37.339426,127.118437
8165,대주한신,성남시 분당구,구미동,c_name_var,98.42,109.54,199804.0,37.328018,127.112342
7966,한솔4단지주공,성남시 분당구,궁내동,c_name_var,57.53,61.84,199405.0,37.368282,127.118834
2767,한솔5단지주공,성남시 분당구,궁내동,c_name_var,57.4,61.79,199410.0,37.365039,127.117754
2637,상록임광보성,성남시 분당구,궁내동,c_name_var,65.87,65.87,199505.0,37.357336,127.107143
2784,한솔6단지주공,성남시 분당구,궁내동,c_name_var,57.9,57.9,199506.0,37.36508,127.115981
2623,상록라이프,성남시 분당구,궁내동,c_name_var,66.38,66.38,199406.0,37.362778,127.11191
2690,정든신화,성남시 분당구,궁내동,c_name_var,70.42,70.42,199506.0,37.362948,127.117767
2742,정든한진7차,성남시 분당구,궁내동,c_name_var,66.91,66.91,199412.0,37.360517,127.11556
2645,상록우성,성남시 분당구,궁내동,c_name_var,74.18,74.18,199406.0,37.364204,127.112097
3014,느티마을공무원4단지,성남시 분당구,궁내동,c_name_var,80.13,84.55,199411.0,37.367363,127.113753
153998,느티마을공무원3단지,성남시 분당구,궁내동,c_name_var,84.55,84.55,199411.0,37.367972,127.111104
1354,청솔한라,성남시 분당구,궁내동,c_name_var,78.38,89.5,199512.0,37.35581,127.10731
100443,더헤리티지,성남시 분당구,궁내동,c_name_var,78.4,78.4,200909.0,37.358777,127.097587
2907,청솔공무원,성남시 분당구,궁내동,c_name_var,80.13,84.55,199411.0,37.355866,127.111766
2829,정든한진8차,성남시 분당구,궁내동,c_name_var,105.38,105.38,199506.0,37.360005,127.118174
118128,더샵판교퍼스트파크,성남시 분당구,궁내동,c_name_var,115.62,116.25,202106.0,37.383235,127.094735
2797,한솔1단지청구,성남시 분당구,금곡동,c_name_var,64.18,64.18,199404.0,37.364278,127.122132
2663,정든동아2단지,성남시 분당구,금곡동,c_name_var,64.69,64.69,199505.0,37.360127,127.121198
2719,정든우성6단지,성남시 분당구,금곡동,c_name_var,64.69,64.69,199406.0,37.361885,127.122656
8361,수진마을1단지써니벨리,성남시 분당구,금곡동,c_name_var,109.6,109.6,200401.0,37.337237,127.09341
124832,더샵판교포레스트11단지,성남시 분당구,대장동,c_name_var,111.34,112.81,202105.0,37.36805,127.074079
124826,더샵판교포레스트12단지,성남시 분당구,대장동,c_name_var,113.17,114.64,202105.0,37.364741,127.072591
2415,아름6단지선경,성남시 분당구,백현동,c_name_var,55.88,55.88,199310.0,37.395726,127.122093
2578,이매한신,성남시 분당구,백현동,c_name_var,67.44,67.44,199210.0,37.388439,127.126096
2063,"푸른벽산,신성,쌍용",성남시 분당구,백현동,c_name_var,71.56,71.56,199206.0,37.369695,127.126283
27631,판교원7단지모아미래도,성남시 분당구,백현동,c_name_var,76.43,79.27,200901.0,37.387968,127.092348
27632,판교원6단지판교대광로제비앙,성남시 분당구,백현동,c_name_var,77.55,78.38,200905.0,37.387916,127.090385
27497,봇들8단지한신휴플러스,성남시 분당구,백현동,c_name_var,111.01,111.01,200911.0,37.395589,127.114674
27204,판교원9단지한림풀에버,성남시 분당구,백현동,b_no_trade,96.86,113.65,200903.0,37.390327,127.096746
2445,이매금강,성남시 분당구,백현동,c_name_var,101.97,101.97,199207.0,37.390675,127.123845
2530,이매성지,성남시 분당구,백현동,c_name_var,102.99,102.99,199209.0,37.393965,127.126506
27569,판교원5단지푸르지오,성남시 분당구,백현동,c_name_var,107.25,107.51,200910.0,37.387694,127.088308
27570,봇들7단지엔파트,성남시 분당구,백현동,c_name_var,107.42,107.83,200907.0,37.397053,127.11521
1525,아름5단지풍림,성남시 분당구,백현동,c_name_var,95.77,95.77,199308.0,37.39676,127.121798
1724,효자촌동아,성남시 분당구,분당동,c_name_var,72.39,72.39,199207.0,37.377814,127.135727
1687,장안타운건영2차,성남시 분당구,분당동,c_name_var,68.24,68.24,199312.0,37.370527,127.141072
1789,효자촌현대,성남시 분당구,분당동,c_name_var,74.88,74.88,199205.0,37.37544,127.13266
1777,효자촌임광,성남시 분당구,분당동,c_name_var,70.82,70.82,199207.0,37.376179,127.137642
1817,효자촌그린타운,성남시 분당구,분당동,c_name_var,73.48,73.48,199408.0,37.371569,127.136987
1821,"삼성,한신",성남시 분당구,분당동,c_name_var,73.4,73.4,199109.0,37.384173,127.126891
2813,한솔3단지한일,성남시 분당구,분당동,c_name_var,77.84,77.84,199310.0,37.366916,127.120509
2583,효자촌삼환,성남시 분당구,분당동,c_name_var,101.56,101.56,199205.0,37.373278,127.134051
2876,탑선경,성남시 분당구,삼평동,c_name_var,67.78,67.78,199208.0,37.408205,127.12084
2229,장미8단지현대,성남시 분당구,삼평동,c_name_var,75.8,75.8,199304.0,37.415601,127.13152
2217,장미1단지코오롱,성남시 분당구,삼평동,c_name_var,78.35,78.35,199302.0,37.415195,127.12503
2484,이매동신9단지,성남시 분당구,삼평동,c_name_var,77.04,77.04,199210.0,37.398333,127.127393
100267,판교봇들마을3단지,성남시 분당구,삼평동,c_name_var,80.68,81.16,200907.0,37.40298,127.115145
2198,장미1단지동부,성남시 분당구,삼평동,c_name_var,78.19,88.8,199302.0,37.415256,127.125868
2555,이매청구,성남시 분당구,삼평동,c_name_var,80.13,80.13,199208.0,37.392151,127.127307
2872,탑경남,성남시 분당구,삼평동,c_name_var,106.15,106.15,199402.0,37.40716,127.13063
27239,봇들2단지이지더원,성남시 분당구,삼평동,c_name_var,106.62,106.62,200902.0,37.407129,127.117916
2537,이매진흥,성남시 분당구,삼평동,c_name_var,102.32,102.32,199304.0,37.396258,127.12709
27205,봇들1단지판교신미주,성남시 분당구,삼평동,c_name_var,109.14,109.63,200902.0,37.406685,127.112781
2493,이매삼성,성남시 분당구,삼평동,c_name_var,106.05,106.05,199404.0,37.401623,127.127491
2510,이매삼환,성남시 분당구,삼평동,c_name_var,103.91,103.91,199409.0,37.404412,127.126984
2466,이매동신3단지,성남시 분당구,삼평동,c_name_var,106.11,106.11,199210.0,37.389734,127.126973
2392,아름4단지두산삼호,성남시 분당구,삼평동,c_name_var,102.92,102.92,199209.0,37.400913,127.121761
3309,매화마을주공4단지,성남시 분당구,야탑동,c_name_var,57.53,57.53,199305.0,37.413417,127.142186
2174,매화마을주공3단지,성남시 분당구,야탑동,c_name_var,58.54,59.62,199305.0,37.415348,127.141283
2319,탑주공,성남시 분당구,야탑동,c_name_var,57.53,57.53,199305.0,37.409028,127.13469
2140,매화마을공무원2단지,성남시 분당구,야탑동,c_name_var,80.13,84.55,199507.0,37.414587,127.13579
2875,탑벽산,성남시 분당구,야탑동,c_name_var,79.04,79.04,199402.0,37.408803,127.132231
27863,산운11단지판교포레라움,성남시 분당구,운중동,c_name_var,72.19,72.19,200907.0,37.389023,127.073945
27633,산운8단지사랑으로,성남시 분당구,운중동,c_name_var,78.77,79.12,200812.0,37.392676,127.072042
27864,산운12단지판교센트럴포레와이시티,성남시 분당구,운중동,c_name_var,77.92,84.35,200907.0,37.389247,127.071457
27392,판교원3단지푸르지오,성남시 분당구,운중동,c_name_var,107.53,107.78,200910.0,37.387992,127.086148
27507,산운13단지데시앙,성남시 분당구,운중동,c_name_var,106.97,107.35,201006.0,37.386158,127.072687
128970,판교밸리포레자이,성남시 수정구,고등동,c_name_var,83.86,84.23,202109.0,37.430617,127.095467
2657,금광삼익,성남시 수정구,단대동,c_name_var,60.08,60.08,199112.0,37.449526,127.161439
9938,태평선경,성남시 수정구,단대동,c_name_var,56.99,56.99,199112.0,37.446999,127.142131
8413,선경상대원2차,성남시 수정구,단대동,c_name_var,64.49,64.49,199404.0,37.440812,127.169097
27076,중앙힐스테이트2차,성남시 수정구,단대동,c_name_var,77.04,77.04,201407.0,37.436367,127.148345
27075,중앙힐스테이트1차,성남시 수정구,단대동,c_name_var,76.86,76.86,201205.0,37.437036,127.150019
18542,성남어울림,성남시 수정구,수진동,c_name_var,81.12,81.12,200608.0,37.430637,127.138566
1749,하대원현대,성남시 수정구,신흥동,c_name_var,79.31,79.31,199503.0,37.432729,127.151265
110169,오목천역서희스타힐스,수원시 권선구,고색동,c_name_var,78.54,78.54,201612.0,37.248176,126.962795
2669,고색태산1차,수원시 권선구,고색동,c_name_var,78.78,78.78,199712.0,37.250826,126.976585
19014,오목천푸르지오1단지,수원시 권선구,고색동,c_name_var,80.43,80.43,200601.0,37.246373,126.967143
19015,오목천푸르지오2단지,수원시 권선구,고색동,c_name_var,80.42,80.42,200601.0,37.244145,126.967895
2670,고색태산2차,수원시 권선구,고색동,c_name_var,78.68,78.68,199801.0,37.252106,126.979848
1771,권선한양,수원시 권선구,곡반정동,c_name_var,56.83,56.83,199408.0,37.252988,127.021273
3625,권선3주공1단지,수원시 권선구,곡반정동,c_name_var,66.57,66.57,200105.0,37.248584,127.033707
1762,"신동아,대원",수원시 권선구,곡반정동,c_name_var,80.68,80.78,199604.0,37.248752,127.032217
137330,반정아이파크캐슬4단지,수원시 권선구,곡반정동,c_name_var,80.07,80.7,202212.0,37.237606,127.04105
146651,반월자이더파크,수원시 권선구,곡반정동,c_name_var,84.75,85.41,201604.0,37.228247,127.047992
1758,삼천리권선1차,수원시 권선구,곡반정동,c_name_var,83.24,83.24,199405.0,37.252478,127.023906
3623,권선상록3단지,수원시 권선구,곡반정동,c_name_var,81.03,81.03,200109.0,37.25099,127.03877
137187,반정아이파크캐슬5단지,수원시 권선구,곡반정동,c_name_var,81.38,81.38,202212.0,37.236521,127.043058
12681,신동탄푸르지오,수원시 권선구,곡반정동,c_name_var,103.12,103.62,200504.0,37.227675,127.044483
8491,망포마을벽산이빌리지,수원시 권선구,곡반정동,c_name_var,95.72,107.94,200207.0,37.237314,127.047307
2725,꽃뫼버들마을신동아,수원시 권선구,구운동,c_name_var,81.28,81.28,199910.0,37.286974,126.986753
142498,호매실13단지,수원시 권선구,구운동,c_name_var,85.08,85.49,201502.0,37.265139,126.959595
2721,호매실GS,수원시 권선구,구운동,c_name_var,82.11,82.22,199806.0,37.268088,126.959755
3643,꽃뫼버들마을코오롱,수원시 권선구,구운동,c_name_var,115.98,115.98,200203.0,37.284826,126.982101
7978,꽃뫼버들마을LG,수원시 권선구,구운동,c_name_var,116.69,116.69,200105.0,37.288065,126.980445
9513,수원탑동우방파크타운,수원시 권선구,구운동,c_name_var,106.18,106.18,199909.0,37.267774,126.974348
107250,수원역해모로,수원시 권선구,권선동,c_name_var,77.72,77.83,201507.0,37.264747,127.009407
1759,삼천리권선2차,수원시 권선구,권선동,c_name_var,82.85,82.85,199602.0,37.25427,127.03777
3633,매탄에듀파크시티1,수원시 권선구,권선동,c_name_var,106.35,106.42,200201.0,37.26129,127.044874
1773,금곡LG,수원시 권선구,금곡동,c_name_var,81.87,81.92,199811.0,37.273036,126.936617
104986,와이시티,수원시 권선구,금곡동,c_name_var,98.18,111.32,201408.0,37.269452,126.939836
2720,평동동남,수원시 권선구,서둔동,c_name_var,81.93,81.93,199911.0,37.26241,127.00075
8496,화서성원상떼빌,수원시 권선구,서둔동,c_name_var,84.41,84.81,200112.0,37.284881,127.004429
129264,매교역푸르지오SK뷰,수원시 권선구,세류동,c_name_var,81.84,82.6,202309.0,37.267671,127.019942
107276,수원역센트럴어반시티,수원시 권선구,세류동,c_name_var,110.23,110.23,201507.0,37.261027,127.006299
109626,우방아이유쉘2단지,수원시 권선구,오목천동,c_name_var,81.14,81.14,201704.0,37.235977,126.956217
107740,우방아이유쉘1단지,수원시 권선구,오목천동,c_name_var,80.91,80.91,201604.0,37.237357,126.956176
25553,한울마을신창비바패밀리2단지,수원시 권선구,오목천동,b_no_trade,113.49,113.63,200806.0,37.237129,126.952855
25554,한울마을신창비바패밀리1단지,수원시 권선구,오목천동,b_no_trade,114.91,115.05,200806.0,37.234283,126.95605
25983,양지마을쌍용예가,수원시 권선구,오목천동,c_name_var,111.45,111.45,200711.0,37.241989,126.953171
12913,율전이안,수원시 권선구,입북동,c_name_var,71.53,71.53,200510.0,37.296766,126.96659
2588,신나무실5단지주공,수원시 영통구,망포동,c_name_var,73.95,73.95,199712.0,37.252238,127.063408
131197,신동탄포레자이,수원시 영통구,망포동,c_name_var,81.03,81.03,202302.0,37.23835,127.065189
23773,반달마을3단지대우푸르지오,수원시 영통구,망포동,c_name_var,82.68,82.68,200707.0,37.232952,127.067681
12045,"벽적골8단지두산,우성,한신",수원시 영통구,망포동,c_name_var,80.39,80.54,199712.0,37.2477,127.059237
107825,영통SK뷰,수원시 영통구,망포동,c_name_var,84.79,85.46,201606.0,37.243015,127.06223
135200,나노시티역롯데캐슬,수원시 영통구,망포동,c_name_var,82.71,83.37,202211.0,37.227524,127.060532
7954,"신성,신안,쌍용,진흥",수원시 영통구,망포동,b_no_trade,80.8,80.8,199712.0,37.254442,127.065252
109360,e편한세상반월나노시티역,수원시 영통구,망포동,c_name_var,85.76,85.88,201702.0,37.225354,127.061811
3631,LG동수원자이3단지,수원시 영통구,망포동,c_name_var,101.23,101.23,200306.0,37.23689,127.05624
3629,망포마을현대아이파크2차,수원시 영통구,망포동,c_name_var,114.12,114.12,200210.0,37.240238,127.051215
7952,"신나무실극동,풍림",수원시 영통구,망포동,c_name_var,98.7,108.93,199909.0,37.24981,127.068544
8400,영통풍림아이원3차,수원시 영통구,망포동,c_name_var,117.32,117.32,200210.0,37.2447,127.06671
3725,신영통현대1단지,수원시 영통구,망포동,c_name_var,110.53,110.53,200110.0,37.234132,127.059541
23770,반달마을2단지두산위브,수원시 영통구,망포동,c_name_var,109.18,110.68,200707.0,37.234931,127.064873
3627,망포역마을쌍용,수원시 영통구,망포동,c_name_var,115.95,115.95,200204.0,37.243,127.05227
3726,신영통현대타운2단지,수원시 영통구,망포동,c_name_var,110.46,110.46,200203.0,37.231792,127.056606
3728,신영통현대타운4단지,수원시 영통구,망포동,c_name_var,96.35,117.62,200203.0,37.233591,127.061813
1803,"삼성,태영",수원시 영통구,망포동,c_name_var,107.82,109.96,199712.0,37.249373,127.0635
3727,신영통현대타운3단지,수원시 영통구,망포동,c_name_var,108.96,109.28,200106.0,37.23181,127.0605
12042,"신나무실6단지동보,신명",수원시 영통구,망포동,c_name_var,106.68,106.68,199712.0,37.251206,127.065032
3688,서그내마을SK,수원시 영통구,망포동,c_name_var,114.84,114.84,200205.0,37.244324,127.071148
22521,반달마을1단지두산위브,수원시 영통구,망포동,c_name_var,109.16,109.16,200707.0,37.236935,127.066448
8920,원천1차삼성,수원시 영통구,매탄동,c_name_var,69.37,69.37,199212.0,37.264822,127.062835
1786,매탄삼성3차,수원시 영통구,매탄동,c_name_var,82.45,82.45,199312.0,37.2662,127.050292
1808,영통포레파크원,수원시 영통구,영통동,c_name_var,68.96,68.99,199712.0,37.2624,127.0795
1809,청명마을주공,수원시 영통구,영통동,c_name_var,82.55,83.14,199712.0,37.25826,127.07886
1812,영통포레스트,수원시 영통구,영통동,c_name_var,81.36,82.82,199712.0,37.268058,127.083754
10685,"벽산,풍림",수원시 영통구,영통동,c_name_var,109.14,109.31,199712.0,37.266454,127.083672
10285,청현마을대명레이크빌,수원시 영통구,영통동,c_name_var,107.1,107.1,200501.0,37.26551,127.09223
27029,청명호수마을신안인스빌1단지,수원시 영통구,영통동,c_name_var,107.98,107.98,200906.0,37.255229,127.088712
134382,광교풍경채어바니티(민간임대),수원시 영통구,영통동,c_name_var,112.88,113.4,202310.0,37.270552,127.070724
112441,광교두산위브(실버주택),수원시 영통구,원천동,c_name_var,77.57,77.69,201805.0,37.280461,127.051199
102605,광교레이크파크한양수자인,수원시 영통구,원천동,c_name_var,112.08,112.6,201207.0,37.280947,127.071476
27656,광교레이크스위첸,수원시 영통구,원천동,c_name_var,116.1,116.62,200908.0,37.278915,127.071986
110731,e편한세상테라스광교웨스트힐,수원시 영통구,이의동,c_name_var,106.07,106.74,201704.0,37.308992,127.045749
103034,광교해모로,수원시 영통구,이의동,c_name_var,99.46,112.79,201110.0,37.30703,127.052617
3645,주공뉴타운2단지,수원시 장안구,송죽동,c_name_var,67.28,67.28,200112.0,37.302549,127.019255
7974,백설마을5단지현대.코오롱,수원시 장안구,송죽동,c_name_var,81.46,81.46,199908.0,37.296457,126.988204
2712,수원한일타운,수원시 장안구,송죽동,c_name_var,81.83,81.98,199908.0,37.305843,127.008079
2708,꽃뫼노을마을신안,수원시 장안구,송죽동,c_name_var,96.12,110.21,199910.0,37.2932,126.9931
100282,주공뉴타운1단지,수원시 장안구,송죽동,c_name_var,110.69,110.69,200112.0,37.304565,127.015721
22878,정자벽산블루밍,수원시 장안구,송죽동,c_name_var,111.36,111.36,200704.0,37.304865,126.994623
155738,수원성중흥S-클래스,수원시 장안구,연무동,c_name_var,68.8,68.8,202601.0,37.277313,127.022369
102614,수원SK스카이뷰,수원시 장안구,율전동,c_name_var,82.29,83.09,201305.0,37.30789,126.98487
1829,천천일성,수원시 장안구,율전동,c_name_var,106.59,106.75,199709.0,37.301176,126.979524
119894,의왕푸르지오포레움(2블럭),수원시 장안구,이목동,c_name_var,84.75,85.02,202002.0,37.319363,126.959682
102501,수원장안STX-KAN1단지,수원시 장안구,이목동,c_name_var,85.09,85.09,201302.0,37.314431,126.982672
1875,시흥성원,시흥시,계수동,c_name_var,70.04,70.04,199508.0,37.44313,126.79882
8807,시흥은행푸르지오,시흥시,계수동,c_name_var,107.09,107.09,200407.0,37.440598,126.795662
115928,e편한세상시흥센텀하임,시흥시,계수동,c_name_var,108.27,108.93,201909.0,37.4454,126.792575
130782,장현서한이다음포레미엘,시흥시,광석동,b_no_trade,77.67,78.41,202211.0,37.379527,126.793922
2781,연꽃마을금호타운,시흥시,광석동,c_name_var,79.3,79.41,199905.0,37.394541,126.813024
130787,LH트리플센텀,시흥시,광석동,c_name_var,79.9,79.96,202204.0,37.380946,126.797502
4012,"새재마을대동,청구",시흥시,광석동,c_name_var,78.39,82.64,199908.0,37.380109,126.799081
144628,안산한신더휴,시흥시,군자동,c_name_var,80.66,83.14,202405.0,37.339676,126.801882
107490,안산초지두산위브,시흥시,군자동,c_name_var,78.3,78.3,201507.0,37.325881,126.803972
108819,목감한양수자인,시흥시,논곡동,c_name_var,82.43,82.43,201611.0,37.388448,126.859966
146300,신천역에피트,시흥시,대야동,c_name_var,117.79,119.0,202509.0,37.436062,126.792999
2783,"연꽃마을대우,삼호",시흥시,도창동,c_name_var,77.67,79.21,199911.0,37.395649,126.812995
188497,호수품애,시흥시,목감동,c_name_var,81.17,81.91,201811.0,37.374579,126.843426
109529,시흥목감한신더휴센트럴파크,시흥시,목감동,c_name_var,88.36,88.58,201702.0,37.375132,126.849201
111111,신안인스빌엘센트로,시흥시,목감동,c_name_var,112.97,112.97,201712.0,37.37368,126.853786
114162,목감중흥S-클래스레이크힐스,시흥시,목감동,c_name_var,95.3,112.59,201810.0,37.374638,126.841216
114227,호반써밋더숲,시흥시,목감동,c_name_var,109.71,110.9,201904.0,37.371155,126.847819
102629,서창베라체,시흥시,방산동,c_name_var,81.23,81.88,201203.0,37.420715,126.75067
104009,서창센트라스,시흥시,방산동,c_name_var,101.27,114.85,201403.0,37.425197,126.746108
110151,이편한세상서창,시흥시,방산동,c_name_var,109.46,110.43,201706.0,37.426172,126.750124
1905,영남2차,시흥시,배곧동,c_name_var,73.36,73.36,199602.0,37.35768,126.732366
1902,영남3차,시흥시,배곧동,c_name_var,73.1,73.1,199602.0,37.356153,126.735349
1896,영남4차,시흥시,배곧동,c_name_var,73.1,73.1,199602.0,37.3531,126.7363
1904,영남1차,시흥시,배곧동,c_name_var,73.36,73.36,199602.0,37.358366,126.7275
1906,영남5차,시흥시,배곧동,c_name_var,107.78,118.39,199609.0,37.356726,126.727415
8810,진주마을풍림아이원1차,시흥시,월곶동,c_name_var,81.15,81.16,200212.0,37.39089,126.73761
140365,장현더포레마제,시흥시,장곡동,b_no_trade,68.21,68.21,202309.0,37.373365,126.788666
2761,"진말삼환,한진",시흥시,장곡동,c_name_var,78.26,78.26,199909.0,37.38192,126.78704
2760,매꼴마을동양덱스빌,시흥시,장곡동,c_name_var,79.6,80.6,199911.0,37.38051,126.779247
4008,매꼴마을삼성,시흥시,장곡동,c_name_var,106.1,106.1,199904.0,37.378245,126.778967
2763,"진말대우,우성",시흥시,장곡동,c_name_var,103.38,105.83,199906.0,37.380532,126.78662
4010,연성대우3차,시흥시,장곡동,c_name_var,106.03,109.25,200011.0,37.378548,126.786493
1907,영남6차,시흥시,정왕동,c_name_var,75.08,75.08,199707.0,37.342127,126.739015
8964,시화평안마을건영5차,시흥시,정왕동,c_name_var,96.24,96.31,200207.0,37.342035,126.742278
1911,시화유천,시흥시,죽율동,c_name_var,76.01,76.1,199609.0,37.336262,126.750194
9052,군자주공12단지,안산시 단원구,고잔동,f_other,58.61,58.61,199110.0,37.331152,126.813988
11772,군자주공14단지,안산시 단원구,고잔동,f_other,58.01,58.37,199205.0,37.33327,126.81502
1945,군자주공11단지,안산시 단원구,고잔동,f_other,57.67,58.03,199008.0,37.329804,126.812497
3659,단원금강,안산시 단원구,고잔동,c_name_var,86.17,86.17,200209.0,37.309144,126.826178
1968,안산현대2차,안산시 단원구,고잔동,c_name_var,83.01,88.99,198907.0,37.331508,126.850001
11216,호수마을풍림아이원,안산시 단원구,고잔동,c_name_var,105.6,105.6,200012.0,37.306941,126.818519
3660,호수공원대림,안산시 단원구,고잔동,c_name_var,116.0,116.0,200112.0,37.306988,126.823223
8394,상록삼보,안산시 단원구,고잔동,c_name_var,95.94,106.82,199911.0,37.30599,126.842584
1948,군자주공15단지,안산시 단원구,선부동,f_other,56.84,58.37,199205.0,37.335548,126.814743
1942,한양산호3차(군자산호한양),안산시 단원구,선부동,c_name_var,60.22,60.75,199305.0,37.337122,126.813544
120742,e편한세상선부역어반스퀘어,안산시 단원구,선부동,c_name_var,66.34,66.34,202009.0,37.33379,126.805539
111252,안산롯데캐슬더퍼스트,안산시 단원구,선부동,c_name_var,79.51,79.51,201805.0,37.32757,126.805581
2503,안산본오주공,안산시 상록구,본오동,c_name_var,71.9,71.9,199608.0,37.30056,126.861616
1936,상록수타운월드,안산시 상록구,본오동,c_name_var,73.96,73.96,199310.0,37.287389,126.853391
1939,상록수현대2차,안산시 상록구,본오동,c_name_var,73.54,73.54,199502.0,37.29166,126.85454
1938,상록수현대1차,안산시 상록구,본오동,c_name_var,102.58,106.58,199410.0,37.289262,126.850543
112886,송산그린시티이지더원레이크뷰,안산시 상록구,사동,c_name_var,102.78,112.82,201801.0,37.284426,126.823018
148049,안성금호어울림더프라임(민간임대),안성시,가사동,c_name_var,80.06,81.03,202407.0,37.016991,127.270798
22756,안성부영,안성시,공도읍,c_name_var,74.15,74.15,200108.0,37.008169,127.183684
131671,안성이트리니티공도센트럴파크,안성시,공도읍,c_name_var,80.95,81.78,202304.0,37.008806,127.175008
148199,안성공도센트럴카운티에듀파크,안성시,공도읍,c_name_var,110.75,111.25,202407.0,37.003348,127.156234
27069,KCC스위첸,안성시,공도읍,f_other,106.46,108.03,201005.0,37.000901,127.177717
25204,안성공도금호어울림1단지,안성시,공도읍,c_name_var,112.85,115.67,200710.0,37.005447,127.173118
13474,안성아양2차,안성시,구포동,c_name_var,56.13,64.68,199510.0,37.00783,127.261241
14846,"대우,경남",안성시,구포동,c_name_var,71.83,71.83,199704.0,37.015006,127.260171
113173,안성당왕지구삼정그린코아더베스트,안성시,구포동,c_name_var,82.26,82.37,201903.0,37.018367,127.261969
144350,안성아양흥화하브,안성시,구포동,c_name_var,110.29,111.72,202404.0,37.005448,127.26069
26832,한빛마을우남퍼스트빌,안성시,구포동,c_name_var,115.71,117.19,200711.0,37.011434,127.259678
27117,안성동남타운,안성시,금석동,c_name_var,79.44,79.44,199810.0,37.03003,127.26645
109964,신라,안성시,대덕면,d_geo_fail,77.71,77.71,199901.0,37.003814,127.224887
102041,일죽IC타운,안성시,일죽면,c_name_var,88.23,88.23,200212.0,37.090887,127.472113
175958,안성하우스토리퍼스트시티,안성시,죽산면,c_name_var,98.14,112.37,202510.0,37.073144,127.425644
3001,한가람한양,안양시 동안구,관양동,c_name_var,55.12,55.12,199505.0,37.399361,126.953245
1464,한가람신라,안양시 동안구,관양동,c_name_var,57.07,59.74,199207.0,37.397312,126.95691
3286,한가람세경,안양시 동안구,관양동,c_name_var,64.06,64.06,199611.0,37.396395,126.955127
