단지번호,단지명,시구,동,원인,최소면적_㎡,최대면적_㎡,준공년월,위도,경도
102877,신정이펜하우스4단지,구로구,궁동,c_name_var,110.47,111.39,201106.0,37.510609,126.829783
1594,광명중앙하이츠1차,구로구,천왕동,c_name_var,63.13,63.13,199307.0,37.469399,126.854946
154358,호반써밋그랜드에비뉴,구로구,천왕동,c_name_var,57.89,57.89,202410.0,37.471614,126.850538
19437,광명월드메르디앙,구로구,천왕동,c_name_var,81.74,81.74,200704.0,37.47683,126.84683
11234,독산중앙하이츠빌,금천구,가산동,c_name_var,110.02,110.02,200410.0,37.464875,126.888904
1052,신림쌍용,금천구,독산동,c_name_var,84.5,84.5,199802.0,37.472296,126.911767
9449,임광관악파크,금천구,독산동,c_name_var,76.03,76.03,200309.0,37.469816,126.919309
3360,관악우방,금천구,시흥동,c_name_var,84.99,84.99,200212.0,37.449071,126.914149
10129,상도브라운스톤,동작구,노량진동,c_name_var,77.92,77.92,200712.0,37.506116,126.943929
372,본동신동아,동작구,노량진동,c_name_var,77.16,77.16,199306.0,37.509888,126.95168
9318,흑석동양,동작구,노량진동,c_name_var,79.35,79.35,200311.0,37.50048,126.958609
3811,현대한강,동작구,노량진동,c_name_var,76.65,76.65,199703.0,37.523167,126.958486
131685,흑석자이,동작구,노량진동,c_name_var,82.24,82.57,202506.0,37.501719,126.961407
8987,상도중앙하이츠빌,동작구,노량진동,c_name_var,106.03,108.59,200310.0,37.499303,126.949883
110919,상도두산위브트레지움2차,동작구,노량진동,c_name_var,112.6,117.47,201601.0,37.504079,126.942675
8753,상도아이파크,동작구,노량진동,c_name_var,107.15,107.15,200404.0,37.500888,126.942702
188978,힐스테이트장승배기역,동작구,노량진동,c_name_var,119.56,119.56,202602.0,37.505608,126.940778
464,방배현대1차,동작구,동작동,c_name_var,85.04,85.04,199911.0,37.489189,126.983417
1048,관악우성,동작구,동작동,c_name_var,87.63,87.63,200012.0,37.485423,126.959587
178737,래미안원페를라,동작구,동작동,c_name_var,113.81,113.81,202511.0,37.490294,126.989356
388,상도삼호,동작구,동작동,c_name_var,103.59,103.59,199402.0,37.493569,126.957597
767,한강대우,동작구,본동,c_name_var,81.81,81.81,200003.0,37.522454,126.970702
1045,성현동아,동작구,사당동,c_name_var,86.19,86.19,200005.0,37.489795,126.955715
9035,방배래미안,동작구,사당동,c_name_var,106.49,106.49,200310.0,37.47268,126.984172
170442,힐스테이트관악센트씨엘,동작구,상도동,c_name_var,83.24,86.61,202501.0,37.491254,126.946099
2987,관악드림타운,동작구,상도동,c_name_var,80.43,82.93,200309.0,37.490479,126.950561
63,신림동부,동작구,신대방동,c_name_var,71.5,71.5,199307.0,37.480778,126.928852
761,강촌,동작구,흑석동,c_name_var,84.06,84.06,199801.0,37.519188,126.978553
769,현대맨숀,동작구,흑석동,c_name_var,105.45,105.46,197412.0,37.518811,126.981793
3030,은천2단지,관악구,남현동,c_name_var,69.71,69.71,200009.0,37.46988,126.96462
160638,서울대벤처타운역푸르지오,관악구,신림동,c_name_var,80.98,80.98,202505.0,37.460668,126.932754
25778,방배서리풀e-편한세상,서초구,방배동,c_name_var,85.42,85.42,201002.0,37.484312,126.998447
472,"임광1,2차",서초구,방배동,c_name_var,116.28,116.28,198511.0,37.476908,127.002419
504,양재우성,서초구,서초동,c_name_var,89.42,89.42,199111.0,37.474905,127.031343
118791,서초센트럴아이파크,서초구,서초동,c_name_var,104.92,107.07,202009.0,37.487007,127.01165
18,논현신동아,서초구,잠원동,c_name_var,103.86,103.86,199707.0,37.514887,127.022874
483,대치2단지,강남구,개포동,c_name_var,56.4,56.4,199210.0,37.494658,127.075486
419,대청,강남구,개포동,c_name_var,56.5,56.5,199210.0,37.495077,127.077121
3040,도곡삼성래미안,강남구,개포동,c_name_var,81.35,81.35,200112.0,37.489972,127.050406
65,"개포우성1,2차",강남구,개포동,c_name_var,101.09,102.48,198312.0,37.491424,127.059787
154,"선경1,2차",강남구,개포동,c_name_var,101.66,102.27,198312.0,37.49228,127.062918
111332,삼성센트럴아이파크,강남구,논현동,c_name_var,74.23,74.23,201803.0,37.515496,127.051194
980,삼성청담공원,강남구,논현동,c_name_var,81.95,81.95,199908.0,37.522268,127.050266
13813,역삼e-편한세상,강남구,논현동,c_name_var,79.52,79.52,200512.0,37.498632,127.049324
473,서광,강남구,논현동,e_area_fail,77.04,77.04,199811.0,37.517041,127.04271
428,삼성롯데,강남구,논현동,c_name_var,79.36,79.36,200004.0,37.518,127.048784
24009,삼성힐스테이트1단지,강남구,논현동,c_name_var,109.4,109.62,200812.0,37.516721,127.048834
3,동현,강남구,논현동,c_name_var,102.47,102.47,198508.0,37.51938,127.036753
408,도곡한신,강남구,도곡동,c_name_var,79.5,79.5,198807.0,37.487685,127.040609
329,역삼럭키,강남구,도곡동,c_name_var,112.0,112.0,199512.0,37.49061,127.040187
24008,삼성힐스테이트2단지,강남구,삼성동,c_name_var,55.11,56.05,200812.0,37.514112,127.051582
182057,청담르엘,강남구,삼성동,c_name_var,82.01,82.01,202511.0,37.521853,127.059077
982,청담현대3차,강남구,삼성동,c_name_var,108.28,108.28,199906.0,37.527354,127.053394
176758,아크로삼성,강남구,삼성동,c_name_var,116.06,116.76,202502.0,37.519965,127.059651
103602,강남LH1단지(e편한세상),강남구,세곡동,c_name_var,81.83,82.0,201306.0,37.466828,127.102801
827,수서1-2단지,강남구,수서동,c_name_var,58.75,58.75,199211.0,37.493062,127.089575
595,가락대림,강남구,수서동,c_name_var,88.85,88.85,198811.0,37.499404,127.118675
594,가락금호,강남구,수서동,c_name_var,81.11,81.11,199708.0,37.496709,127.116207
107544,송파파크하비오푸르지오,강남구,수서동,c_name_var,115.48,116.38,201609.0,37.480506,127.123239
102737,한남더힐,강남구,신사동,c_name_var,87.05,87.56,201101.0,37.537322,127.009784
563,극동그린,강남구,압구정동,c_name_var,83.52,83.52,199710.0,37.541954,127.009825
562,옥수극동,강남구,압구정동,c_name_var,80.09,80.09,198612.0,37.54326,127.0115
1179,옥수삼성,강남구,압구정동,c_name_var,85.69,85.69,199904.0,37.542421,127.013983
564,옥수하이츠,강남구,압구정동,c_name_var,105.8,105.8,199803.0,37.540242,127.016275
108405,트리마제,강남구,청담동,c_name_var,74.09,74.09,201705.0,37.538893,127.044942
93,자양우성3차,강남구,청담동,c_name_var,87.91,89.98,198912.0,37.536311,127.071645
87,한강우성,강남구,청담동,c_name_var,103.99,103.99,199312.0,37.532866,127.065544
135887,롯데캐슬리버파크시그니처,강남구,청담동,c_name_var,111.85,112.94,202307.0,37.53789,127.062785
3418,강변건영,강남구,청담동,c_name_var,95.56,109.84,200202.0,37.540242,127.04488
3431,송파삼성래미안,송파구,가락동,c_name_var,119.48,119.48,200112.0,37.504744,127.118295
125343,위례로제비앙,송파구,거여동,c_name_var,68.46,68.58,202109.0,37.487065,127.158637
104126,송파위례24단지꿈에그린,송파구,거여동,c_name_var,70.87,74.08,201311.0,37.476255,127.139377
139920,송파레이크힐,송파구,거여동,c_name_var,96.47,108.99,202108.0,37.486247,127.144602
180737,잠실래미안아이파크,송파구,방이동,c_name_var,68.98,68.98,202512.0,37.518402,127.111345
3317,둔촌신동아(파밀리에),송파구,방이동,c_name_var,84.85,86.04,200211.0,37.529319,127.141981
1296,둔촌신성미소지움,송파구,방이동,c_name_var,87.26,87.26,199805.0,37.527848,127.142846
649,풍납현대,송파구,방이동,c_name_var,101.17,102.85,199511.0,37.529526,127.118728
103,자양현대3차,송파구,신천동,c_name_var,78.95,78.95,199612.0,37.528249,127.083546
625,현대리버빌2차,송파구,신천동,c_name_var,87.29,87.29,199911.0,37.532249,127.116569
643,동아한가람,송파구,풍납동,c_name_var,74.56,74.56,199506.0,37.537339,127.115241
24721,광장현대파크빌10차,송파구,풍납동,c_name_var,75.12,75.51,200008.0,37.544274,127.101682
75,광장현대5단지,송파구,풍납동,c_name_var,73.68,73.68,198904.0,37.539665,127.099836
74,광장현대3단지,송파구,풍납동,c_name_var,73.22,73.22,199010.0,37.540702,127.098828
84,현대프라임,송파구,풍납동,c_name_var,81.84,85.67,199703.0,37.53731,127.09798
173857,더샵강동센트럴시티,송파구,풍납동,c_name_var,83.81,85.38,202512.0,37.539183,127.128938
100514,광장힐스테이트,송파구,풍납동,c_name_var,82.75,82.75,201203.0,37.543547,127.099665
993,성내삼성,송파구,풍납동,c_name_var,85.31,85.31,199909.0,37.53131,127.125937
175257,e편한세상강동프레스티지원,송파구,풍납동,c_name_var,99.89,112.66,202601.0,37.54263,127.127051
1004,천호태영,송파구,풍납동,c_name_var,108.87,109.71,199911.0,37.538494,127.12996
3335,광장신동아파밀리에,송파구,풍납동,c_name_var,107.03,107.5,200710.0,37.546893,127.10483
80,광나루현대,송파구,풍납동,c_name_var,103.72,104.14,199604.0,37.547082,127.108314
81,구의현대2단지,송파구,풍납동,c_name_var,104.75,107.75,199612.0,37.53951,127.096126
7956,동아하이빌,송파구,풍납동,c_name_var,110.92,110.92,200006.0,37.544788,127.134255
109097,미사강변도시8단지스타힐스,강동구,강일동,c_name_var,71.27,71.53,201611.0,37.571594,127.184927
112142,e편한세상미사,강동구,강일동,c_name_var,112.93,112.93,201806.0,37.555005,127.193975
171078,미사강변리슈빌NHF,강동구,강일동,c_name_var,102.48,102.48,201801.0,37.57284,127.180394
104311,리버나인,강동구,강일동,c_name_var,99.85,113.2,201407.0,37.576387,127.18736
1324,명일중앙하이츠,강동구,고덕동,c_name_var,82.91,82.91,199205.0,37.550909,127.159626
9682,강동현대홈타운,강동구,고덕동,c_name_var,84.09,84.09,200408.0,37.556621,127.138318
108187,고덕래미안힐스테이트,강동구,고덕동,c_name_var,82.55,82.57,201612.0,37.559113,127.148905
118210,고덕센트럴아이파크,강동구,고덕동,c_name_var,82.26,82.7,201912.0,37.552385,127.166706
1311,명일삼환,강동구,고덕동,c_name_var,106.32,106.32,199206.0,37.55377,127.15381
903,명일GS,강동구,길동,c_name_var,81.74,81.74,199912.0,37.549082,127.146089
1314,고덕주공9단지,강동구,길동,c_name_var,103.56,108.82,198511.0,37.547941,127.151556
8755,GS강동자이,강동구,길동,c_name_var,110.62,110.62,200311.0,37.537495,127.14862
997,천호삼성,강동구,길동,c_name_var,109.59,109.59,199705.0,37.538722,127.135299
3118,선사현대,강동구,암사동,c_name_var,80.29,81.61,200006.0,37.552448,127.125871
100395,"광명하안현대1,2단지",광명시,광명동,c_name_var,69.36,71.86,199512.0,37.468431,126.863925
22727,브라운스톤광명2단지,광명시,광명동,c_name_var,83.17,83.17,200705.0,37.47175,126.864225
3089,석수LG빌리지,광명시,소하동,c_name_var,78.37,78.37,200105.0,37.428968,126.901389
8483,석수두산위브,광명시,소하동,c_name_var,107.17,107.5,201009.0,37.433192,126.901215
100232,광명역세권루미엘,광명시,소하동,c_name_var,99.88,113.32,201102.0,37.432735,126.88225
179517,LH옥길센트럴힐,광명시,옥길동,c_name_var,101.69,114.52,201707.0,37.462348,126.824693
110485,옥길제일풍경채제이드카운티,광명시,옥길동,c_name_var,99.09,112.01,201710.0,37.465166,126.827299
129842,주공2-2단지,군포시,금정동,c_name_var,63.57,63.57,199306.0,37.357349,126.933774
2906,주몽주공10단지,군포시,금정동,c_name_var,60.34,60.34,199505.0,37.36403,126.927974
2630,설악주공8단지,군포시,금정동,c_name_var,60.74,60.74,199605.0,37.358028,126.92
2626,금강주공9단지1차,군포시,금정동,c_name_var,57.28,61.03,199407.0,37.360048,126.920118
3865,주공2-1단지,군포시,금정동,c_name_var,58.87,62.36,199306.0,37.356419,126.934637
1470,무궁화건영,군포시,금정동,c_name_var,66.69,66.69,199209.0,37.379627,126.956172
2625,개나리주공13단지,군포시,금정동,c_name_var,66.78,68.93,199511.0,37.37387,126.93139
2628,매화주공14단지2차,군포시,금정동,c_name_var,68.93,70.29,199510.0,37.375432,126.936427
152005,평촌두산위브더프라임,군포시,금정동,c_name_var,71.67,71.67,202512.0,37.367376,126.951938
8386,율곡주공3단지,군포시,금정동,c_name_var,75.16,75.16,199405.0,37.354463,126.932298
18607,e편한세상금정역에코센트럴,군포시,금정동,c_name_var,80.21,80.21,200706.0,37.366091,126.937789
3864,세종주공6단지,군포시,금정동,c_name_var,80.49,85.35,199407.0,37.358887,126.929232
2896,금강주공9단지2차,군포시,금정동,c_name_var,81.04,81.04,199606.0,37.360971,126.92252
2898,우륵주공7단지,군포시,금정동,c_name_var,80.49,84.8,199407.0,37.36009,126.925727
2887,우방목련,군포시,금정동,c_name_var,108.5,108.5,199410.0,37.367553,126.928963
2889,묘향롯데,군포시,금정동,c_name_var,114.33,114.33,199307.0,37.362517,126.921211
138694,삼성마을더숲,군포시,당동,c_name_var,72.62,72.96,201406.0,37.338987,126.930723
8960,한라주공4단지2차,군포시,당동,c_name_var,80.63,86.59,199711.0,37.344451,126.926187
8036,호계e-편한세상,군포시,당동,c_name_var,82.13,82.13,200312.0,37.36423,126.962595
12939,청천마을대우,군포시,당동,c_name_var,107.01,107.33,200403.0,37.342733,126.951661
3581,용호마을LG1차,군포시,당동,c_name_var,118.09,118.09,200302.0,37.34725,126.938754
14490,당정마을LG2차,군포시,당동,c_name_var,116.44,116.44,200304.0,37.345095,126.955815
143058,e편한세상고천파크루체,군포시,당정동,c_name_var,78.54,83.94,202308.0,37.347747,126.967922
26398,군포대야미e-편한세상,군포시,대야미동,c_name_var,81.63,81.63,200806.0,37.325583,126.916312
24088,센트럴아이파크,군포시,대야미동,f_other,79.75,79.75,200709.0,37.331818,126.915308
118214,LH송정마을,군포시,도마교동,c_name_var,72.49,72.62,201907.0,37.313687,126.926181
8795,이안의왕역센트럴,군포시,부곡동,c_name_var,78.21,78.59,200309.0,37.32355,126.955719
3933,농장마을신안,김포시,감정동,c_name_var,70.68,70.68,199812.0,37.619079,126.710134
3654,쌍용,김포시,감정동,d_geo_fail,75.03,75.03,199807.0,37.624951,126.697778
3876,북변대우,김포시,감정동,c_name_var,70.74,70.74,199503.0,37.62982,126.70327
8167,퀸스타운동성,김포시,감정동,c_name_var,80.52,80.52,199907.0,37.615944,126.688067
11376,불로e-편한세상,김포시,감정동,c_name_var,79.69,79.69,200506.0,37.618729,126.694701
8168,퀸스타운길훈,김포시,감정동,c_name_var,79.72,79.72,199906.0,37.614288,126.686646
2519,퀸스타운신명,김포시,감정동,c_name_var,79.7,80.5,199811.0,37.617475,126.689637
3877,북변산호,김포시,감정동,c_name_var,76.78,78.43,199506.0,37.62868,126.70485
125319,검단대광로제비앙센트럴포레,김포시,감정동,c_name_var,85.27,86.61,202202.0,37.611996,126.689967
3872,푸른실크벨리1차,김포시,감정동,c_name_var,78.95,88.93,200104.0,37.619377,126.700365
26120,삼보해피하임2단지,김포시,감정동,c_name_var,115.77,115.77,200711.0,37.609863,126.685762
26119,삼보해피하임1단지,김포시,감정동,c_name_var,116.08,116.08,200711.0,37.611362,126.68526
156458,신검단중앙역금강펜테리움센트럴파크,김포시,감정동,c_name_var,97.55,110.37,202510.0,37.610183,126.694745
4706,풍년3단지서광신안,김포시,감정동,c_name_var,104.08,104.08,199907.0,37.626118,126.713637
101735,중봉마을신안실크밸리,김포시,감정동,c_name_var,112.48,113.75,201212.0,37.622096,126.696863
26924,오스타파라곤1블록,김포시,감정동,c_name_var,112.97,114.39,201012.0,37.634763,126.704119
26801,오스타파라곤2블록,김포시,감정동,c_name_var,112.83,113.22,201012.0,37.633149,126.705676
148117,신검단중앙역풍경채어바니티2차,김포시,감정동,c_name_var,97.82,110.81,202503.0,37.611302,126.697016
149425,힐스테이트검단포레스트,김포시,감정동,c_name_var,110.52,111.67,202412.0,37.616416,126.683201
8741,오룡한화,김포시,고촌읍,c_name_var,108.28,108.28,200211.0,37.602681,126.766565
3874,숲속대우,김포시,고촌읍,c_name_var,106.82,106.82,200011.0,37.605644,126.768215
110479,김포한강신도시모아엘가2차,김포시,구래동,c_name_var,82.45,82.77,201711.0,37.638478,126.629816
122646,한강동일스위트더파크뷰1단지,김포시,구래동,c_name_var,110.39,110.67,202012.0,37.637067,126.633971
135705,호수마을e편한세상3단지,김포시,구래동,c_name_var,108.6,110.8,201402.0,37.648111,126.629575
101566,김포한강신원아침도시고다니마을,김포시,구래동,c_name_var,99.09,112.53,201007.0,37.655157,126.631145
122647,한강동일스위트더파크뷰2단지,김포시,구래동,c_name_var,108.57,108.84,202012.0,37.634923,126.641078
101347,호수마을e편한세상2단지,김포시,구래동,c_name_var,108.67,110.88,201302.0,37.649824,126.628852
4702,풍년2단지청구한라,김포시,북변동,c_name_var,73.2,73.32,199812.0,37.6224,126.71907
3934,풍년1단지진흥흥화,김포시,북변동,c_name_var,73.29,73.29,199811.0,37.62378,126.724813
3922,김포길훈,김포시,북변동,c_name_var,74.13,74.13,199305.0,37.61319,126.71926
3935,풍년1단지현대,김포시,북변동,c_name_var,73.36,73.43,199811.0,37.62039,126.72251
4909,풍년3단지대림,김포시,북변동,c_name_var,88.49,88.49,199904.0,37.623174,126.71626
3929,김포길훈4차,김포시,북변동,c_name_var,77.32,77.32,199612.0,37.615657,126.726017
4708,풍년2단지신일,김포시,북변동,c_name_var,114.9,114.9,199904.0,37.62269,126.71783
3930,"풍년1단지동양,신명",김포시,북변동,b_no_trade,107.41,107.41,199904.0,37.620711,126.721003
3931,풍년1단지삼보,김포시,북변동,c_name_var,100.61,100.61,199811.0,37.62443,126.72392
3588,장릉삼성쉐르빌,김포시,사우동,c_name_var,77.98,77.98,200205.0,37.605788,126.710035
107015,풍무푸르지오,김포시,사우동,c_name_var,82.59,82.98,201606.0,37.608843,126.731716
148541,힐스테이트신검단센트럴,김포시,사우동,c_name_var,96.78,109.24,202501.0,37.606326,126.697177
151666,신검단중앙역우미린클래스원,김포시,사우동,b_no_trade,112.86,113.39,202508.0,37.607296,126.700342
146059,신검단중앙역풍경채어바니티,김포시,사우동,c_name_var,109.79,110.66,202411.0,37.605446,126.701291
8171,양도대림e편한세상,김포시,사우동,c_name_var,99.22,99.23,200309.0,37.604648,126.720372
3868,전원월드3단지,김포시,운양동,c_name_var,82.37,82.37,200004.0,37.6452,126.6881
3867,전원월드2단지,김포시,운양동,c_name_var,82.4,82.4,200004.0,37.647042,126.68522
3866,전원월드1단지,김포시,운양동,c_name_var,79.79,81.76,199904.0,37.646064,126.684818
110544,한강신도시2차KCC스위첸,김포시,운양동,c_name_var,112.5,113.97,201802.0,37.643862,126.691286
100674,수정마을쌍용예가,김포시,운양동,c_name_var,109.95,110.97,201106.0,37.642542,126.680835
114583,한신더휴테라스12단지,김포시,운양동,c_name_var,106.76,107.53,201704.0,37.651048,126.694735
100380,고창마을케이씨씨스위첸,김포시,장기동,c_name_var,81.0,81.64,201110.0,37.645741,126.66326
3587,청송현대홈타운2단지,김포시,장기동,c_name_var,109.12,109.12,200112.0,37.647698,126.668245
3919,청송현대홈타운3단지,김포시,장기동,c_name_var,107.47,107.47,200103.0,37.649092,126.66643
26227,고창마을제일풍경채,김포시,장기동,c_name_var,112.42,112.42,200803.0,37.643139,126.66342
26242,한강신도시어울림,김포시,장기동,c_name_var,110.19,111.56,200905.0,37.644837,126.66458
101351,한강신도시초당마을중흥S-클래스리버티,김포시,장기동,c_name_var,109.7,109.83,201206.0,37.638452,126.669512
3920,마송현대1차,김포시,통진읍,c_name_var,70.49,70.49,199711.0,37.692743,126.594058
3923,당곡1단지범양,김포시,풍무동,c_name_var,74.12,74.12,199812.0,37.599073,126.721328
130335,우미린더헤리티지,김포시,풍무동,c_name_var,81.9,82.29,202210.0,37.592542,126.720316
130792,검단신도시대방디에트르리버파크,김포시,풍무동,c_name_var,82.65,83.1,202210.0,37.590618,126.720172
8161,당곡3단지월드메르디앙,김포시,풍무동,c_name_var,80.97,80.97,200208.0,37.602544,126.7182
3926,유현마을신동아,김포시,풍무동,c_name_var,78.74,78.74,199911.0,37.597569,126.723143
115483,한화포레나김포풍무4단지,김포시,풍무동,c_name_var,82.23,82.64,201812.0,37.599793,126.725159
128333,검단신도시모아엘가그랑데,김포시,풍무동,c_name_var,79.27,80.09,202301.0,37.593674,126.719247
128034,검단신도시로제비앙라포레,김포시,풍무동,b_no_trade,99.29,108.21,202205.0,37.60412,126.711199
124980,검단신도시푸르지오더베뉴,김포시,풍무동,c_name_var,99.07,110.61,202108.0,37.598321,126.709549
8160,당곡2단지현대,김포시,풍무동,c_name_var,104.03,104.03,200112.0,37.598773,126.71942
124847,호반써밋1차,김포시,풍무동,c_name_var,96.38,110.95,202106.0,37.595613,126.709228
148022,아라역금강펜테리움더시글로2차,김포시,풍무동,c_name_var,115.21,115.28,202506.0,37.591016,126.706783
128423,검단신도시디에트르더힐,김포시,풍무동,b_no_trade,99.21,109.74,202209.0,37.602248,126.709011
128035,검단신도시예미지트리플에듀,김포시,풍무동,b_no_trade,102.53,110.48,202206.0,37.60081,126.713173
125933,검단신도시파라곤보타닉파크,김포시,풍무동,c_name_var,112.11,112.14,202205.0,37.59962,126.706738
124978,우미린더시그니처,김포시,풍무동,c_name_var,98.89,112.64,202201.0,37.595922,126.71172
124846,검단금호어울림센트럴(AB14BL),김포시,풍무동,c_name_var,99.31,111.71,202106.0,37.596858,126.714143
14462,소새울역중흥S클래스,부천시 소사구,계수동,c_name_var,95.53,110.98,200606.0,37.471514,126.802933
9110,소사SK뷰,부천시 소사구,계수동,c_name_var,107.85,108.91,200406.0,37.477517,126.800463
2636,부천롯데,부천시 소사구,소사본동,c_name_var,85.52,85.52,198411.0,37.476224,126.779772
1398,반달동아,부천시 소사구,송내동,c_name_var,64.68,64.68,199303.0,37.492204,126.749172
1394,반달극동,부천시 소사구,송내동,c_name_var,55.01,55.01,199405.0,37.490594,126.750364
1399,반달선경,부천시 소사구,송내동,c_name_var,64.68,64.68,199303.0,37.493221,126.749099
11144,송내복사골뜨란채,부천시 소사구,송내동,c_name_var,70.16,70.16,200410.0,37.481186,126.756151
1392,반달건영,부천시 소사구,송내동,c_name_var,70.37,75.56,199303.0,37.492671,126.750804
25776,복사골건영,부천시 소사구,송내동,c_name_var,74.56,74.56,199212.0,37.494412,126.768156
1428,연화건영,부천시 소사구,송내동,c_name_var,66.47,66.47,199403.0,37.495074,126.781602
1393,반달삼익,부천시 소사구,송내동,c_name_var,72.68,72.68,199310.0,37.49348,126.75243
12683,부천중동역푸르지오,부천시 소사구,송내동,c_name_var,80.12,80.12,200509.0,37.48538,126.765218
1706,송내동신,부천시 소사구,송내동,c_name_var,81.31,81.31,198511.0,37.47966,126.76337
22104,GS부평자이,부천시 소사구,송내동,c_name_var,85.64,85.64,200609.0,37.476948,126.749879
26076,부천중동역푸르지오2차A단지,부천시 소사구,송내동,c_name_var,83.16,83.2,200808.0,37.485231,126.767301
25826,한라주공2단지(뜨란채),부천시 오정구,내동,c_name_var,57.11,57.11,199509.0,37.510008,126.762878
8406,설악주공,부천시 오정구,내동,c_name_var,59.85,59.85,199308.0,37.508479,126.770934
22142,덕유주공3단지,부천시 오정구,내동,c_name_var,56.26,56.26,199605.0,37.50952,126.76873
1433,은하마을주공1단지,부천시 오정구,내동,c_name_var,57.91,57.91,199507.0,37.507135,126.768139
22144,덕유주공2단지,부천시 오정구,내동,c_name_var,58.15,63.5,199608.0,37.508519,126.766014
1436,중흥마을주공,부천시 오정구,내동,c_name_var,57.9,57.9,199504.0,37.506725,126.771211
13824,은하마을주공2단지,부천시 오정구,내동,c_name_var,60.18,60.18,199509.0,37.507591,126.764365
22145,덕유주공4단지,부천시 오정구,내동,c_name_var,58.87,58.87,199705.0,37.509619,126.76699
8407,한라마을주공3단지(뜨란채),부천시 오정구,삼정동,c_name_var,55.07,55.07,199604.0,37.510316,126.761289
3612,라일락신성미소지움,부천시 오정구,삼정동,c_name_var,86.35,88.32,200211.0,37.511319,126.752993
8247,다정한금강KCC,부천시 오정구,삼정동,c_name_var,115.65,115.65,200302.0,37.513249,126.755777
3597,진달래대림e-편한세상,부천시 오정구,삼정동,c_name_var,114.87,114.87,200208.0,37.51125,126.75816
3601,라일락동양덱스빌,부천시 오정구,삼정동,c_name_var,113.08,113.08,200209.0,37.51071,126.75077
3602,다정한삼성래미안,부천시 오정구,삼정동,c_name_var,113.07,113.07,200209.0,37.51445,126.75897
3608,다정한경남아너스빌,부천시 오정구,삼정동,c_name_var,109.24,109.24,200210.0,37.51474,126.756149
3609,라일락경남아너스빌,부천시 오정구,삼정동,c_name_var,109.91,109.91,200210.0,37.51185,126.75095
1415,꿈건영서안,부천시 오정구,여월동,c_name_var,75.32,75.32,199402.0,37.498983,126.780555
1414,꿈삼환한진,부천시 오정구,여월동,c_name_var,79.37,79.37,199407.0,37.50113,126.77948
1413,꿈동아,부천시 오정구,여월동,c_name_var,76.89,76.89,199312.0,37.50022,126.77984
1435,중흥신동아영남,부천시 원미구,도당동,c_name_var,119.2,119.2,199312.0,37.5055,126.77079
1419,"미리내금호,한양,한신",부천시 원미구,상동,b_no_trade,57.02,57.39,199412.0,37.500226,126.77358
1405,한아름한국,부천시 원미구,상동,c_name_var,64.22,64.22,199612.0,37.49676,126.75457
1409,그린타운우성2차,부천시 원미구,상동,c_name_var,74.89,74.89,199412.0,37.497214,126.775065
1420,미리내동성,부천시 원미구,상동,c_name_var,66.32,66.32,199302.0,37.499215,126.769932
8283,미리내은하수타운,부천시 원미구,상동,c_name_var,68.6,68.6,199302.0,37.500435,126.770296
1429,연화대원,부천시 원미구,상동,c_name_var,70.42,70.42,199510.0,37.496584,126.780356
1430,연화쌍용,부천시 원미구,상동,c_name_var,77.34,77.34,199402.0,37.497873,126.780347
9413,하얀경남,부천시 원미구,상동,c_name_var,80.1,80.1,200204.0,37.498114,126.754264
1438,포도삼보영남,부천시 원미구,상동,c_name_var,76.41,76.41,199410.0,37.501322,126.759402
1406,"한아름라이프,현대",부천시 원미구,상동,c_name_var,77.51,77.86,199304.0,37.495408,126.749718
1404,"한아름삼환,동아,동성",부천시 원미구,상동,c_name_var,81.46,81.46,199411.0,37.495563,126.752463
1424,보람마을동남,부천시 원미구,상동,c_name_var,78.17,78.17,199503.0,37.49726,126.76069
1418,무지개LG,부천시 원미구,상동,c_name_var,76.3,76.3,199305.0,37.49669,126.76656
1421,미리내롯데,부천시 원미구,상동,c_name_var,81.96,88.5,199302.0,37.498456,126.774016
3613,푸른한라비발디,부천시 원미구,상동,c_name_var,89.42,89.42,200206.0,37.50247,126.7559
1425,보람마을아주,부천시 원미구,상동,c_name_var,76.33,76.33,199505.0,37.498824,126.758335
3611,백송풍림아이원,부천시 원미구,상동,c_name_var,87.28,87.28,200203.0,37.49871,126.74879
1417,무지개동신,부천시 원미구,상동,c_name_var,78.68,78.68,199307.0,37.49823,126.76712
3610,푸른창보밀레시티,부천시 원미구,상동,b_no_trade,116.4,116.4,200204.0,37.50273,126.75383
3596,행복한금호어울림,부천시 원미구,상동,c_name_var,116.03,116.03,200207.0,37.503459,126.749312
3615,진달래효성,부천시 원미구,상동,c_name_var,115.14,115.14,200209.0,37.5086,126.757483
8351,부개주공6단지(휴먼시아),부천시 원미구,상동,c_name_var,105.5,105.5,199710.0,37.49995,126.741307
3599,"라일락대우,유림",부천시 원미구,상동,b_no_trade,115.23,115.59,200208.0,37.509027,126.750147
3600,백송동남디아망,부천시 원미구,상동,b_no_trade,114.91,115.84,200212.0,37.498111,126.750533
10726,행복한한양수자인,부천시 원미구,상동,c_name_var,116.01,116.01,200209.0,37.501706,126.748844
9945,백송상동자이,부천시 원미구,상동,c_name_var,109.19,109.19,200308.0,37.500461,126.748718
2969,청솔주공9단지,성남시 분당구,구미동,c_name_var,60.47,60.47,199509.0,37.352416,127.11429
2900,청솔유천화인,성남시 분당구,구미동,c_name_var,56.8,56.8,199511.0,37.354141,127.107655
